     15099
6 6
   1   0   0   1   1   0.00000000
   2   0   1   1   1   1.00000000
   3   0   1   3   1   1.00000000
   4   1   0   1   1   2.00000000
   5   0   2   3   1   2.00000000
   6   0   2   5   1   2.00000000
   1   0   0   1   2   0.00000000
   2   0   1   1   2   1.00000000
   3   0   1   3   2   1.00000000
   4   1   0   1   2   2.00000000
   5   0   2   3   2   2.00000000
   6   0   2   5   2   2.00000000
1 0 0
2.000000e+00 2.000000e+00
2.000000e+00 2.000000e+00 2.000000e+00
6 6 6
53 53 237
  1   1   1   4   0   2 11   +0.0000000e+00
  1   1   1   5   0   2 11   +0.0000000e+00
  1   1   2   3   0   2 11   +0.0000000e+00
  1   4   1   4   0   2 11   +0.0000000e+00
  1   4   1   5   0   2 11   +0.0000000e+00
  1   4   2   3   0   2 11   +0.0000000e+00
  2   2   1   4   0   2 11   +2.0556473e-15
  2   2   1   5   0   2 11   -4.1887190e-16
  2   2   2   3   0   2 11   +1.1547005e+00
  3   3   1   4   0   2 11   -1.4535621e-15
  3   3   1   5   0   2 11   +2.9618717e-16
  3   3   2   3   0   2 11   -8.1649661e-01
  1   2   1   2   0   2 11   -1.1547005e+00
  1   2   1   3   0   2 11   +8.1649661e-01
  1   4   1   4   2   2 11   +1.4142135e+00
  1   4   1   5   2   2 11   +4.3939397e-16
  1   4   2   3   2   2 11   +9.2377096e-16
  1   5   1   5   2   2 11   -7.0710677e-01
  1   5   2   3   2   2 11   +6.8383929e-16
  2   3   2   3   2   2 11   +7.0710677e-01
  1   4   1   5   2   4 11   -5.2302633e-16
  1   4   1   6   2   4 11   +4.2704921e-16
  1   4   2   3   2   4 11   -3.1623250e-16
  1   4   3   3   2   4 11   -4.4722027e-16
  1   5   1   5   2   4 11   -9.4868332e-01
  1   5   1   6   2   4 11   +7.7459669e-01
  1   5   2   3   2   4 11   -1.0645714e-15
  1   5   3   3   2   4 11   -1.5055313e-15
  2   3   1   5   2   4 11   +6.0879196e-16
  2   3   1   6   2   4 11   -4.9707657e-16
  2   3   2   3   2   4 11   +5.2704626e-01
  2   3   3   3   2   4 11   +7.4535596e-01
  1   2   1   2   2   2 11   +4.7140452e-01
  1   2   1   3   2   2 11   -3.3333334e-01
  1   3   1   3   2   2 11   +2.3570226e-01
  1   2   1   3   2   4 11   +7.4535596e-01
  1   3   1   3   2   4 11   -5.2704626e-01
  1   5   1   5   4   4 11   +2.4494897e-01
  1   5   1   6   4   4 11   -2.0000000e-01
  1   5   2   3   4   4 11   +4.8856815e-18
  1   5   3   3   4   4 11   +6.9093966e-18
  1   6   1   6   4   4 11   +1.6329932e-01
  1   6   2   3   4   4 11   -3.9891422e-18
  1   6   3   3   4   4 11   -5.6414987e-18
  2   3   2   3   4   4 11   +4.0824831e-01
  2   3   3   3   4   4 11   +5.7735026e-01
  3   3   3   3   4   4 11   +8.1649661e-01
  1   5   1   6   4   6 11   +7.4833149e-01
  1   6   1   6   4   6 11   -6.1101007e-01
  2   3   1   6   4   6 11   -4.0462444e-16
  3   3   1   6   4   6 11   -5.7222539e-16
  1   3   1   3   4   4 11   +1.2247449e+00
  1   6   1   6   6   6 11   +1.1547005e+00
  1   1   1   4   0   2 22   +0.0000000e+00
  1   1   1   5   0   2 22   +0.0000000e+00
  1   1   2   3   0   2 22   +0.0000000e+00
  1   4   1   4   0   2 22   +0.0000000e+00
  1   4   1   5   0   2 22   +0.0000000e+00
  1   4   2   3   0   2 22   +0.0000000e+00
  2   2   1   4   0   2 22   -2.0556473e-15
  2   2   1   5   0   2 22   +4.1887190e-16
  2   2   2   3   0   2 22   -1.1547005e+00
  3   3   1   4   0   2 22   +1.4535621e-15
  3   3   1   5   0   2 22   -2.9618717e-16
  3   3   2   3   0   2 22   +8.1649661e-01
  1   2   1   2   0   2 22   +1.1547005e+00
  1   2   1   3   0   2 22   -8.1649661e-01
  1   4   1   4   2   2 22   -1.4142135e+00
  1   4   1   5   2   2 22   -4.3939397e-16
  1   4   2   3   2   2 22   -9.2377096e-16
  1   5   1   5   2   2 22   +7.0710677e-01
  1   5   2   3   2   2 22   -6.8383929e-16
  2   3   2   3   2   2 22   -7.0710677e-01
  1   4   1   5   2   4 22   +5.2302633e-16
  1   4   1   6   2   4 22   -4.2704921e-16
  1   4   2   3   2   4 22   +3.1623250e-16
  1   4   3   3   2   4 22   +4.4722027e-16
  1   5   1   5   2   4 22   +9.4868332e-01
  1   5   1   6   2   4 22   -7.7459669e-01
  1   5   2   3   2   4 22   +1.0645714e-15
  1   5   3   3   2   4 22   +1.5055313e-15
  2   3   1   5   2   4 22   -6.0879196e-16
  2   3   1   6   2   4 22   +4.9707657e-16
  2   3   2   3   2   4 22   -5.2704626e-01
  2   3   3   3   2   4 22   -7.4535596e-01
  1   2   1   2   2   2 22   -4.7140452e-01
  1   2   1   3   2   2 22   +3.3333334e-01
  1   3   1   3   2   2 22   -2.3570226e-01
  1   2   1   3   2   4 22   -7.4535596e-01
  1   3   1   3   2   4 22   +5.2704626e-01
  1   5   1   5   4   4 22   -2.4494897e-01
  1   5   1   6   4   4 22   +2.0000000e-01
  1   5   2   3   4   4 22   -4.8856815e-18
  1   5   3   3   4   4 22   -6.9093966e-18
  1   6   1   6   4   4 22   -1.6329932e-01
  1   6   2   3   4   4 22   +3.9891422e-18
  1   6   3   3   4   4 22   +5.6414987e-18
  2   3   2   3   4   4 22   -4.0824831e-01
  2   3   3   3   4   4 22   -5.7735026e-01
  3   3   3   3   4   4 22   -8.1649661e-01
  1   5   1   6   4   6 22   -7.4833149e-01
  1   6   1   6   4   6 22   +6.1101007e-01
  2   3   1   6   4   6 22   +4.0462444e-16
  3   3   1   6   4   6 22   +5.7222539e-16
  1   3   1   3   4   4 22   -1.2247449e+00
  1   6   1   6   6   6 22   -1.1547005e+00
  1   1   1   1   0   2 12   -1.7320508e+00
  1   1   1   4   0   2 12   +0.0000000e+00
  1   1   1   5   0   2 12   +0.0000000e+00
  1   1   2   2   0   2 12   +0.0000000e+00
  1   1   2   3   0   2 12   +0.0000000e+00
  1   1   3   2   0   2 12   +0.0000000e+00
  1   1   3   3   0   2 12   +0.0000000e+00
  1   1   4   1   0   2 12   +0.0000000e+00
  1   1   5   1   0   2 12   +0.0000000e+00
  1   4   1   1   0   2 12   +0.0000000e+00
  1   4   1   4   0   2 12   -1.7320508e+00
  1   4   1   5   0   2 12   -4.7131989e-16
  1   4   2   2   0   2 12   +0.0000000e+00
  1   4   2   3   0   2 12   +3.8014820e-16
  1   4   3   2   0   2 12   +3.8014820e-16
  1   4   3   3   0   2 12   +0.0000000e+00
  1   4   4   1   0   2 12   -7.7715612e-16
  1   4   5   1   0   2 12   -4.7131989e-16
  2   2   1   1   0   2 12   +0.0000000e+00
  2   2   1   4   0   2 12   +0.0000000e+00
  2   2   1   5   0   2 12   +0.0000000e+00
  2   2   2   2   0   2 12   +5.7735026e-01
  2   2   2   3   0   2 12   -8.1649661e-01
  2   2   3   2   0   2 12   +8.1649661e-01
  2   2   3   3   0   2 12   +1.1102230e-16
  2   2   4   1   0   2 12   +0.0000000e+00
