     15099
6 6
   1   0   0   1   1   0.00000000
   2   0   1   1   1   1.00000000
   3   0   1   3   1   1.00000000
   4   1   0   1   1   2.00000000
   5   0   2   3   1   2.00000000
   6   0   2   5   1   2.00000000
   1   0   0   1   2   0.00000000
   2   0   1   1   2   1.00000000
   3   0   1   3   2   1.00000000
   4   1   0   1   2   2.00000000
   5   0   2   3   2   2.00000000
   6   0   2   5   2   2.00000000
1 0 0
2.000000e+00 2.000000e+00
2.000000e+00 2.000000e+00 2.000000e+00
6 6 6
53 53 237
  1   1   1   4   0   2 11   +0.0000000e+00
  1   1   1   5   0   2 11   +0.0000000e+00
  1   1   2   3   0   2 11   +0.0000000e+00
  1   4   1   4   0   2 11   +0.0000000e+00
  1   4   1   5   0   2 11   +0.0000000e+00
  1   4   2   3   0   2 11   +0.0000000e+00
  2   2   1   4   0   2 11   -6.6666669e-01
  2   2   1   5   0   2 11   -7.4535596e-01
  2   2   2   3   0   2 11   -5.7735026e-01
  3   3   1   4   0   2 11   +4.7140452e-01
  3   3   1   5   0   2 11   +5.2704626e-01
  3   3   2   3   0   2 11   +4.0824831e-01
  1   2   1   2   0   2 11   +1.1547005e+00
  1   2   1   3   0   2 11   -8.1649661e-01
  1   4   1   4   2   2 11   +0.0000000e+00
  1   4   1   5   2   2 11   +0.0000000e+00
  1   4   2   3   2   2 11   +8.1649661e-01
  1   5   1   5   2   2 11   +1.0606601e+00
  1   5   2   3   2   2 11   -4.5643547e-01
  2   3   2   3   2   2 11   +3.5355338e-01
  1   4   1   5   2   4 11   +0.0000000e+00
  1   4   1   6   2   4 11   +0.0000000e+00
  1   4   2   3   2   4 11   +6.0858065e-01
  1   4   3   3   2   4 11   +8.6066294e-01
  1   5   1   5   2   4 11   +4.7434166e-01
  1   5   1   6   2   4 11   -3.8729835e-01
  1   5   2   3   2   4 11   +6.8041384e-02
  1   5   3   3   2   4 11   +9.6225046e-02
  2   3   1   5   2   4 11   +6.1237246e-01
  2   3   1   6   2   4 11   -5.0000000e-01
  2   3   2   3   2   4 11   -2.6352313e-01
  2   3   3   3   2   4 11   -3.7267798e-01
  1   2   1   2   2   2 11   +4.7140452e-01
  1   2   1   3   2   2 11   -3.3333334e-01
  1   3   1   3   2   2 11   +2.3570226e-01
  1   2   1   3   2   4 11   -7.4535596e-01
  1   3   1   3   2   4 11   +5.2704626e-01
  1   5   1   5   4   4 11   +1.1022704e+00
  1   5   1   6   4   4 11   +1.0000000e-01
  1   5   2   3   4   4 11   +7.9056942e-01
  1   5   3   3   4   4 11   -2.2360680e-01
  1   6   1   6   4   4 11   +1.1430953e+00
  1   6   2   3   4   4 11   +6.4549720e-01
  1   6   3   3   4   4 11   -7.3029673e-01
  2   3   2   3   4   4 11   +1.0206207e+00
  2   3   3   3   4   4 11   -2.8867513e-01
  3   3   3   3   4   4 11   +8.1649661e-01
  1   5   1   6   4   6 11   -3.7416574e-01
  1   6   1   6   4   6 11   +3.0550504e-01
  2   3   1   6   4   6 11   +4.8304591e-01
  3   3   1   6   4   6 11   +6.8313003e-01
  1   3   1   3   4   4 11   +1.2247449e+00
  1   6   1   6   6   6 11   +1.1547005e+00
  1   1   1   4   0   2 22   +0.0000000e+00
  1   1   1   5   0   2 22   +0.0000000e+00
  1   1   2   3   0   2 22   +0.0000000e+00
  1   4   1   4   0   2 22   +0.0000000e+00
  1   4   1   5   0   2 22   +0.0000000e+00
  1   4   2   3   0   2 22   +0.0000000e+00
  2   2   1   4   0   2 22   -6.6666669e-01
  2   2   1   5   0   2 22   -7.4535596e-01
  2   2   2   3   0   2 22   -5.7735026e-01
  3   3   1   4   0   2 22   +4.7140452e-01
  3   3   1   5   0   2 22   +5.2704626e-01
  3   3   2   3   0   2 22   +4.0824831e-01
  1   2   1   2   0   2 22   +1.1547005e+00
  1   2   1   3   0   2 22   -8.1649661e-01
  1   4   1   4   2   2 22   +0.0000000e+00
  1   4   1   5   2   2 22   +0.0000000e+00
  1   4   2   3   2   2 22   +8.1649661e-01
  1   5   1   5   2   2 22   +1.0606601e+00
  1   5   2   3   2   2 22   -4.5643547e-01
  2   3   2   3   2   2 22   +3.5355338e-01
  1   4   1   5   2   4 22   +0.0000000e+00
  1   4   1   6   2   4 22   +0.0000000e+00
  1   4   2   3   2   4 22   +6.0858065e-01
  1   4   3   3   2   4 22   +8.6066294e-01
  1   5   1   5   2   4 22   +4.7434166e-01
  1   5   1   6   2   4 22   -3.8729835e-01
  1   5   2   3   2   4 22   +6.8041384e-02
  1   5   3   3   2   4 22   +9.6225046e-02
  2   3   1   5   2   4 22   +6.1237246e-01
  2   3   1   6   2   4 22   -5.0000000e-01
  2   3   2   3   2   4 22   -2.6352313e-01
  2   3   3   3   2   4 22   -3.7267798e-01
  1   2   1   2   2   2 22   +4.7140452e-01
  1   2   1   3   2   2 22   -3.3333334e-01
  1   3   1   3   2   2 22   +2.3570226e-01
  1   2   1   3   2   4 22   -7.4535596e-01
  1   3   1   3   2   4 22   +5.2704626e-01
  1   5   1   5   4   4 22   +1.1022704e+00
  1   5   1   6   4   4 22   +1.0000000e-01
  1   5   2   3   4   4 22   +7.9056942e-01
  1   5   3   3   4   4 22   -2.2360680e-01
  1   6   1   6   4   4 22   +1.1430953e+00
  1   6   2   3   4   4 22   +6.4549720e-01
  1   6   3   3   4   4 22   -7.3029673e-01
  2   3   2   3   4   4 22   +1.0206207e+00
  2   3   3   3   4   4 22   -2.8867513e-01
  3   3   3   3   4   4 22   +8.1649661e-01
  1   5   1   6   4   6 22   -3.7416574e-01
  1   6   1   6   4   6 22   +3.0550504e-01
  2   3   1   6   4   6 22   +4.8304591e-01
  3   3   1   6   4   6 22   +6.8313003e-01
  1   3   1   3   4   4 22   +1.2247449e+00
  1   6   1   6   6   6 22   +1.1547005e+00
  1   1   1   1   0   2 12   +0.0000000e+00
  1   1   1   4   0   2 12   +0.0000000e+00
  1   1   1   5   0   2 12   +0.0000000e+00
  1   1   2   2   0   2 12   +0.0000000e+00
  1   1   2   3   0   2 12   +0.0000000e+00
  1   1   3   2   0   2 12   +0.0000000e+00
  1   1   3   3   0   2 12   +0.0000000e+00
  1   1   4   1   0   2 12   +0.0000000e+00
  1   1   5   1   0   2 12   +0.0000000e+00
  1   4   1   1   0   2 12   +0.0000000e+00
  1   4   1   4   0   2 12   +0.0000000e+00
  1   4   1   5   0   2 12   +0.0000000e+00
  1   4   2   2   0   2 12   +4.7140452e-01
  1   4   2   3   0   2 12   -3.3333334e-01
  1   4   3   2   0   2 12   +3.3333334e-01
  1   4   3   3   0   2 12   +7.4535596e-01
  1   4   4   1   0   2 12   +0.0000000e+00
  1   4   5   1   0   2 12   +0.0000000e+00
  2   2   1   1   0   2 12   +0.0000000e+00
  2   2   1   4   0   2 12   -4.7140452e-01
  2   2   1   5   0   2 12   -5.2704626e-01
  2   2   2   2   0   2 12   +0.0000000e+00
  2   2   2   3   0   2 12   -4.0824831e-01
  2   2   3   2   0   2 12   -4.0824831e-01
  2   2   3   3   0   2 12   +0.0000000e+00
  2   2   4   1   0   2 12   +4.7140452e-01
